folio,ano,fondo,region_excel,estado_sira,razon_social,nombre_fantasia,rut,tipo_entidad,fecha_suscripcion,modalidad,tipo_convenio,alcance,cuotas_declaradas,tipo_garantia,monto_garantia,toma_razon,estados_financieros,socios_beneficiarios,url,error,timestamp
56614,2022,FFOIP,VALPARAÍSO,Borrador,AGRUPACION EN DEFENSA DEL PATRIMONIO HISTORICO DE LA RUTA DEL EJERCITO LIBERTADOR DE LOS ANDES,AGRUPACION EN DEFENSA DEL PATRIMONIO HISTORICO DE LA RUTA DEL EJERCITO LIBERTADOR DE LOS ANDES,65187371-1,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,07 de septiembre de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.336.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=56614#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/56614,,2026-05-19 12:30:10
58082,2022,FFOIP,VALPARAÍSO,Borrador,JUNTA DE VECINOS N°95 RAMADITAS PARTE BAJA,,65220700-6,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,07 de septiembre de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.674.450,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=58082#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/58082,,2026-05-19 12:30:14
57647,2022,FFOIP,VALPARAÍSO,Borrador,CIRCULO TEATRAL INDEPENDIENTE,CTI,65082237-4,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,22 de septiembre de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,REGIONAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.665.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57647#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57647,,2026-05-19 12:30:20
57822,2022,FFOIP,VALPARAÍSO,Borrador,ONG DE DESARROLLO ACCION INTERCULTURAL O ONG ACCIÓN INTERCULTURAL,ONG ACCIÓN INTERCULTURAL,65138833-3,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,22 de septiembre de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,REGIONAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$2.500.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57822#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57822,,2026-05-19 12:30:23
54942,2022,FFOIP,ARICA,Borrador,AGRUPACIÓN SOCIAL Y CULTURAL MB2,MB2,65045317-4,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,REGIONAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$2.500.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=54942#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/54942,,2026-05-19 12:30:27
55306,2022,FFOIP,ARICA,Borrador,JUNTA DE VECINOS JUAN PABLO II,JUNTA DE VECINOS JUAN PABLO SEGUNDO,65775120-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.790.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=55306#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/55306,,2026-05-19 12:30:30
55408,2022,FFOIP,ARICA,Borrador,COMUNIDAD INDIGENA DE LIVILCAR,COMUNIDAD DE LIVILCAR,65830830-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.799.566,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=55408#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/55408,,2026-05-19 12:30:34
57976,2022,FFOIP,ARICA,Borrador,AGRUPACIÓN SOCIAL CULTURAL ARTÍSTICA Y DEPORTIVA VIDA Y ARMONÍA,VIDA Y ARMONIA,65039663-4,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=57976#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/57976,,2026-05-19 12:30:38
58129,2022,FFOIP,ARICA,Borrador,"ORGANIZACIÓN SOCIAL CULTURAL “CREANDO CON EL CORAZÓN""","ORGANIZACIÓN SOCIAL CULTURAL “CREANDO CON EL CORAZÓN""",65133906-5,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.619.320,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=58129#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/58129,,2026-05-19 12:30:41
58239,2022,FFOIP,ARICA,Borrador,"AGRUPACIÓN DE DESARROLLO, SOCIAL CULTURAL Y RECREATIVO VECINOS UNIDOS",,65146359-9,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=58239#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/58239,,2026-05-19 12:30:45
58470,2022,FFOIP,ARICA,Borrador,JUNTA VECINAL NUMERO 66 CAMPO VERDE,JUNTA DE VECINOS CAMPO VERDE,65335910-1,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.050.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=58470#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/58470,,2026-05-19 12:30:52
58980,2022,FFOIP,ARICA,Borrador,CLUB DE ADULTO MAYOR SANTA ROSA HIJOS DE CAQUENA.,,65776770-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=58980#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/58980,,2026-05-19 12:30:55
59024,2022,FFOIP,ARICA,Borrador,CLUB CULTURAL ARTISTICO ADULTO MAYOR TANGO ENSUEÑO,CLUB TANGO ENSUEÑO,65002957-7,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59024#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59024,,2026-05-19 12:30:59
59302,2022,FFOIP,ARICA,Borrador,CLUB DE FOTOGRAFÍA ARICA,,65167886-2,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,REGIONAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$2.495.664,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59302#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59302,,2026-05-19 12:31:03
59320,2022,FFOIP,ARICA,Borrador,CLUB DE ADULTO MAYOR VOCES DE OTOÑO,CLUB DE ADULTO MAYOR VOCES DE OTOÑO,65615680-5,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.452.670,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59320#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59320,,2026-05-19 12:31:07
59357,2022,FFOIP,ARICA,Borrador,FUNDACION ARTE AMARU,,65090634-9,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59357#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59357,,2026-05-19 12:31:10
59526,2022,FFOIP,ARICA,Borrador,ONG POR EL DESARROLLO INTEGRAL DEL SER HUMANO,ONG RUNA,65202587-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,REGIONAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$2.495.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59526#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59526,,2026-05-19 12:31:14
59641,2022,FFOIP,ARICA,Borrador,COMUNIDAD INDÍGENA DE PARINACOTA,COMUNIDAD INDÍGENA DE PARINACOTA,72821300-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59641#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59641,,2026-05-19 12:31:17
59687,2022,FFOIP,ARICA,Borrador,JUNTA VECINAL N2 NORTE GRANDE,NORTE GRANDE,75608200-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.798.490,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59687#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59687,,2026-05-19 12:31:21
59698,2022,FFOIP,ARICA,Borrador,JUNTA DE VECINOS VILLA CAQUENA UNIDAD VECINAL Nª41,JUNTA DE VECINOS VILLA CAQUENA UNIDAD VECINAL Nª41,65091388-4,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.799.945,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59698#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59698,,2026-05-19 12:31:26
59706,2022,FFOIP,ARICA,Borrador,JUNTA VECINAL Nº5 ESQUIÑA,,73204000-5,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.781.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59706#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59706,,2026-05-19 12:31:29
59851,2022,FFOIP,ARICA,Borrador,CLUB ADULTO MAYOR 2 CORAZONES UNIDOS FUERTE CIUDADELA,,65166068-8,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.398.775,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59851#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59851,,2026-05-19 12:31:33
59908,2022,FFOIP,ARICA,Borrador,COLECTIVO SOCIAL CULTURAL Y DEPORTIVO CARNAVALON,CARNAVALON,65074962-6,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.793.542,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59908#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59908,,2026-05-19 12:31:36
59936,2022,FFOIP,ARICA,Borrador,JUNTA DE VECINOS N°1 IGNACIO SERRANO MONTANER,JUNTA DE VECINOS N° 1 IGNACIO SERRANO,75620200-6,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59936#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59936,,2026-05-19 12:31:40
59971,2022,FFOIP,ARICA,Borrador,ASOCIACIÓN DE DISCAPACITADOS FÍSICOS MOTRICES,,75559200-5,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59971#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59971,,2026-05-19 12:31:44
60057,2022,FFOIP,ARICA,Borrador,JUNTA DE VECINOS ALTOS DE LA CRUZ Nº37,JUNTA DE VECINOS ALTOS DE LA CRUZ,65186403-8,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.791.580,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=60057#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/60057,,2026-05-19 12:31:48
60097,2022,FFOIP,ARICA,Borrador,JUNTA DE VECINOS N° 1 DE VISVIRI,JUNTA VECINOS N° 1 DE VISVIRI,65227490-0,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=60097#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/60097,,2026-05-19 12:31:51
60210,2022,FFOIP,ARICA,Borrador,CONJUNTO FOLKLÓRICO CULTURAL PABLO NERUDA,,53302978-7,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=60210#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/60210,,2026-05-19 12:31:55
60211,2022,FFOIP,ARICA,Borrador,CLUB DE ADULTOS MAYORES ETERNA JUVENTUD,,65933240-K,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,20 de julio de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,REGIONAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$2.500.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=60211#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/60211,,2026-05-19 12:31:58
54925,2022,FFOIP,ARICA,Borrador,JUNTA DE VECINOS N°68 PORTAL DEL SOL,JJVV PORTAL DEL SOL,65196295-1,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,16 de agosto de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=54925#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/54925,,2026-05-19 12:32:03
59911,2022,FFOIP,ARICA,Borrador,JUNTA DE VECINOS N15 NACE CHILE,,65454770-K,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,16 de agosto de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=59911#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/59911,,2026-05-19 12:32:07
56962,2022,FFOIP,ARICA,Borrador,ASOCIACION INDIGENA COORDINADORA DE MUJERES DE PUEBLOS ORIGINARIOS ARICA Y PARINACOTA,COORDINADORA DE MUJERES DE PUEBLOS ORIGINARIOS ARICA Y PARINACOTA,65038834-8,PERSONA JURÍDICA DE DERECHO PRIVADO SIN FINES DE LUCRO,09 de septiembre de 2022,CONCURSO PÚBLICO / FONDO CONCURSABLE,CONVENIO DE TRANSFERENCIA CORRIENTE A ENTIDAD PRIVADA BENEFICIARIA,COMUNAL,1,FIEL CUMPLIMIENTO DEL CONVENIO,$1.800.000,—,NO APLICA,Socios: SI · Beneficiarios: NO,https://sira.auditoriainternadegobierno.gob.cl/?q=56962#/convenio/SECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/SUBSECRETAR%C3%8DA%20GENERAL%20DE%20GOBIERNO/56962,,2026-05-19 12:32:10
